classCol,mz50,mz51,mz52,mz53,mz54,mz55,mz56,mz57,mz58,mz59,mz60,mz61,mz62,mz63,mz64,mz65,mz66,mz67,mz68,mz69,mz70,mz71,mz72,mz73,mz74,mz75,mz76,mz77,mz78,mz79,mz80,mz81,mz82,mz83,mz84,mz85,mz86,mz87,mz88,mz89,mz90,mz91,mz92,mz93,mz94,mz95,mz96,mz97,mz98,mz99,mz100,mz101,mz102,mz103,mz104,mz105,mz106,mz107,mz108,mz109,mz110,mz111,mz112,mz113,mz114,mz115,mz116,mz117,mz118,mz119,mz120,mz121,mz122,mz123,mz124,mz125,mz126,mz127,mz128,mz129,mz130,mz131,mz132,mz133,mz134,mz135,mz136,mz137,mz138,mz139,mz140,mz141,mz142,mz143,mz144,mz145,mz146,mz147,mz148,mz149,mz150,mz151,mz152,mz153,mz154,mz155,mz156,mz157,mz158,mz159,mz160,mz161,mz162,mz163,mz164,mz165,mz166,mz167,mz168,mz169,mz170,mz171,mz172,mz173,mz174,mz175,mz176,mz177,mz178,mz179,mz180,mz181,mz182,mz183,mz184,mz185,mz186,mz187,mz188,mz189,mz190,mz191,mz192,mz193,mz194,mz195,mz196,mz197,mz198,mz199,mz200,mz201,mz202,mz203,mz204,mz205,mz206,mz207,mz208,mz209,mz210,mz211,mz212,mz213,mz214,mz215,mz216,mz217,mz218,mz219,mz220,mz221,mz222,mz223,mz224,mz225,mz226,mz227,mz228,mz229,mz230,mz231,mz232,mz233,mz234,mz235,mz236,mz237,mz238,mz239,mz240,mz241,mz242,mz243,mz244,mz245,mz246,mz247,mz248,mz249,mz250,mz251,mz252,mz253,mz254,mz255,mz256,mz257,mz258,mz259,mz260,mz261,mz262,mz263,mz264,mz265,mz266,mz267,mz268,mz269,mz270,mz271,mz272,mz273,mz274,mz275,mz276,mz277,mz278,mz279,mz280,mz281,mz282,mz283,mz284,mz285,mz286,mz287,mz288,mz289,mz290,mz291,mz292,mz293,mz294,mz295,mz296,mz297,mz298,mz299,mz300,mz301,mz302,mz303,mz304,mz305,mz306,mz307,mz308,mz309,mz310,mz311,mz312,mz313,mz314,mz315,mz316,mz317,mz318,mz319,mz320,mz321,mz322,mz323,mz324,mz325,mz326,mz327,mz328,mz329,mz330,mz331,mz332,mz333,mz334,mz335,mz336,mz337,mz338,mz339,mz340,mz341,mz342,mz343,mz344,mz345,mz346,mz347,mz348,mz349,mz350,mz351,mz352,mz353,mz354,mz355,mz356,mz357,mz358,mz359,mz360,mz361,mz362,mz363,mz364,mz365,mz366,mz367,mz368,mz369,mz370,mz371,mz372,mz373,mz374,mz375,mz376,mz377,mz378,mz379,mz380,mz381,mz382,mz383,mz384,mz385,mz386,mz387,mz388,mz389,mz390,mz391,mz392,mz393,mz394,mz395,mz396,mz397,mz398,mz399,mz400,mz401,mz402,mz403,mz404,mz405,mz406,mz407,mz408,mz409,mz410,mz411,mz412,mz413,mz414,mz415,mz416,mz417,mz418,mz419,mz420,mz421,mz422,mz423,mz424,mz425,mz426,mz427,mz428,mz429,mz430,mz431,mz432,mz433,mz434,mz435,mz436,mz437,mz438,mz439,mz440,mz441,mz442,mz443,mz444,mz445,mz446,mz447,mz448,mz449,mz450,mz451,mz452,mz453,mz454,mz455,mz456,mz457,mz458,mz459,mz460,mz461,mz462,mz463,mz464,mz465,mz466,mz467,mz468,mz469,mz470,mz471,mz472,mz473,mz474,mz475,mz476,mz477,mz478,mz479,mz480,mz481,mz482,mz483,mz484,mz485,mz486,mz487,mz488,mz489,mz490,mz491,mz492,mz493,mz494,mz495,mz496,mz497,mz498,mz499,mz500,mz501,mz502,mz503,mz504,mz505,mz506,mz507,mz508,mz509,mz510,mz511,mz512,mz513,mz514,mz515,mz516,mz517,mz518,mz519,mz520,mz521,mz522,mz523,mz524,mz525,mz526,mz527,mz528,mz529,mz530,mz531,mz532,mz533,mz534,mz535,mz536,mz537,mz538,mz539,mz540,mz541,mz542,mz543,mz544,mz545,mz546,mz547,mz548,mz549,mz550,mz551,mz552,mz553,mz554,mz555,mz556,mz557,mz558,mz559,mz560,mz561,mz562,mz563,mz564,mz565,mz566,mz567,mz568,mz569,mz570,mz571,mz572,mz573,mz574,mz575,mz576,mz577,mz578,mz579,mz580,mz581,mz582,mz583,mz584,mz585,mz586,mz587,mz588,mz589,mz590,mz591,mz592,mz593,mz594,mz595,mz596,mz597,mz598,mz599
Steroids,0,5,0,20,12,29,9,6,8,26,0,8,0,0,0,15,7,30,11,8,26,7,0,512,47,63,7,35,10,47,16,33,34,15,84,8,9,14,0,14,0,46,12,27,38,32,39,6,11,0,17,18,9,12,7,26,15,84,60,21,18,5,22,9,20,85,20,17,6,19,36,24,33,7,15,12,41,62,68,52,11,17,12,27,39,26,11,6,40,15,31,64,22,15,9,26,14,18,13,22,5,14,24,22,12,27,0,16,7,19,9,35,0,199,0,31,13,13,6,9,0,0,0,13,0,16,9,81,24,50,21,12,6,10,5,35,11,24,11,53,14,21,16,21,0,8,0,8,0,21,13,60,17,89,23,135,33,0,9,0,0,8,0,11,8,46,23,101,251,70,21,7,0,0,0,8,0,13,8,160,59,262,107,35,7,0,0,8,0,12,0,11,17,28,51,23,8,0,13,0,0,0,0,11,8,20,12,43,17,18,5,0,0,0,0,0,7,25,17,32,27,121,39,15,0,0,0,0,0,0,0,43,41,151,111,64,28,10,0,0,0,0,0,0,0,10,15,15,30,20,6,0,0,0,0,0,0,7,5,12,26,14,124,32,11,0,0,0,0,0,0,0,7,88,51,19,15,0,0,0,0,0,0,0,0,0,0,0,21,42,738,217,61,15,0,0,0,0,0,0,0,0,0,0,0,0,132,36,11,0,0,0,0,0,0,0,0,0,0,8,0,1000,285,72,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steroids,0,0,0,71,31,106,29,28,19,57,0,0,0,0,0,26,18,43,21,0,43,20,0,1000,83,132,0,81,33,103,35,55,74,0,128,0,0,0,0,0,0,67,24,45,72,0,44,0,11,0,16,0,23,44,0,60,27,120,93,31,21,0,0,12,0,138,20,0,0,0,54,21,45,10,15,0,34,52,131,87,25,0,16,0,77,0,0,0,26,15,17,88,20,38,28,69,23,87,0,0,13,22,21,22,0,46,20,24,0,25,0,54,0,160,0,0,0,0,0,20,0,0,0,22,0,29,18,84,42,69,36,0,5,23,0,48,0,39,26,101,30,0,37,0,0,0,0,11,11,35,0,91,27,118,19,159,34,0,0,0,0,0,0,21,0,67,0,112,172,33,0,0,0,0,0,0,0,21,9,182,67,293,79,37,0,0,11,0,0,17,0,14,28,41,48,23,13,0,0,0,0,0,0,0,27,37,0,43,26,0,0,0,0,0,0,0,20,75,0,45,34,119,38,0,7,0,0,0,0,0,0,96,44,180,122,49,27,5,0,0,0,0,0,0,10,0,0,0,42,15,0,0,0,0,0,0,0,0,0,0,30,0,144,0,0,0,0,0,0,0,0,0,0,80,56,0,33,0,0,0,0,0,0,0,0,0,0,0,21,0,780,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,41,0,0,0,0,0,0,0,0,0,0,0,0,36,720,204,49,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hormones and transmitters,0,0,0,37,0,0,0,0,0,30,0,0,0,0,0,0,0,31,17,0,38,0,0,550,65,87,0,0,0,0,0,53,53,0,78,0,0,0,0,0,0,49,25,46,30,0,79,0,0,0,0,0,0,0,0,44,0,91,73,27,0,0,0,0,0,92,0,0,0,0,0,0,39,0,0,0,0,0,70,70,0,32,0,0,61,61,24,0,25,30,33,0,36,29,0,39,0,0,0,0,0,19,33,0,20,41,0,32,0,26,18,47,0,261,0,0,27,23,0,0,29,0,0,0,0,0,0,83,39,87,40,20,0,18,0,0,0,28,0,0,23,0,0,0,0,0,0,0,0,26,30,72,22,118,32,193,48,0,0,0,0,0,0,0,0,36,38,84,263,0,29,0,0,0,0,0,0,28,0,211,0,264,95,0,0,0,0,24,0,0,0,0,28,0,0,34,0,0,0,0,0,0,0,0,0,0,0,70,0,30,0,0,0,0,0,0,0,0,0,43,0,151,0,20,0,0,0,0,0,0,0,121,73,235,145,66,50,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,54,0,0,0,0,0,0,0,0,0,72,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875,294,105,0,0,0,0,0,0,0,0,0,0,0,0,0,153,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,270,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hormones and transmitters,0,10,7,55,35,86,25,18,25,54,5,16,0,8,0,34,17,73,25,19,42,15,0,1000,88,120,13,70,21,99,33,68,62,26,112,14,16,17,5,28,8,79,19,51,61,48,45,9,18,8,26,26,14,26,13,44,25,97,81,26,26,6,28,11,0,174,37,29,11,25,40,32,39,9,20,14,49,88,138,94,23,24,17,33,44,32,17,11,51,25,41,107,36,29,14,52,21,28,16,29,8,21,41,42,22,41,13,29,13,36,16,58,0,209,23,55,22,23,11,17,26,32,8,24,8,32,15,95,38,64,27,17,0,23,12,76,17,49,19,90,24,30,19,29,9,13,7,13,0,39,22,94,30,128,31,164,40,25,0,14,8,20,6,21,17,65,31,128,260,74,24,0,7,9,5,10,5,19,0,186,71,316,106,39,11,7,0,12,6,15,6,21,22,34,58,29,11,0,19,0,0,11,6,17,0,29,18,52,23,20,6,0,0,0,0,6,7,32,21,37,27,130,40,15,5,0,0,0,0,6,0,50,48,175,119,60,28,10,0,0,0,0,0,0,7,14,16,15,34,22,6,0,0,0,0,0,0,9,7,12,23,15,152,37,12,5,0,0,0,0,0,0,7,95,50,22,13,0,5,0,0,0,0,0,0,0,0,0,17,0,777,220,58,18,0,0,0,0,0,0,0,0,0,0,0,0,137,36,9,0,0,0,0,0,0,0,0,0,0,0,0,892,256,67,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hormones and transmitters,0,5,0,20,12,29,9,6,8,26,0,8,0,0,0,15,7,30,11,8,26,7,0,512,47,63,7,35,10,47,16,33,34,15,84,8,9,14,0,14,0,46,12,27,38,32,39,6,11,0,17,18,9,12,7,26,15,84,60,21,18,5,22,9,20,85,20,17,6,19,36,24,33,7,15,12,41,62,68,52,11,17,12,27,39,26,11,6,40,15,31,64,22,15,9,26,14,18,13,22,5,14,24,22,12,27,0,16,7,19,9,35,0,199,0,31,13,13,6,9,0,0,0,13,0,16,9,81,24,50,21,12,6,10,5,35,11,24,11,53,14,21,16,21,0,8,0,8,0,21,13,60,17,89,23,135,33,0,9,0,0,8,0,11,8,46,23,101,251,70,21,7,0,0,0,8,0,13,8,160,59,262,107,35,7,0,0,8,0,12,0,11,17,28,51,23,8,0,13,0,0,0,0,11,8,20,12,43,17,18,5,0,0,0,0,0,7,25,17,32,27,121,39,15,0,0,0,0,0,0,0,43,41,151,111,64,28,10,0,0,0,0,0,0,0,10,15,15,30,20,6,0,0,0,0,0,0,7,5,12,26,14,124,32,11,0,0,0,0,0,0,0,7,88,51,19,15,0,0,0,0,0,0,0,0,0,0,0,21,42,738,217,61,15,0,0,0,0,0,0,0,0,0,0,0,0,132,36,11,0,0,0,0,0,0,0,0,0,0,8,0,1000,285,72,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hormones and transmitters,0,0,0,71,31,106,29,28,19,57,0,0,0,0,0,26,18,43,21,0,43,20,0,1000,83,132,0,81,33,103,35,55,74,0,128,0,0,0,0,0,0,67,24,45,72,0,44,0,11,0,16,0,23,44,0,60,27,120,93,31,21,0,0,12,0,138,20,0,0,0,54,21,45,10,15,0,34,52,131,87,25,0,16,0,77,0,0,0,26,15,17,88,20,38,28,69,23,87,0,0,13,22,21,22,0,46,20,24,0,25,0,54,0,160,0,0,0,0,0,20,0,0,0,22,0,29,18,84,42,69,36,0,5,23,0,48,0,39,26,101,30,0,37,0,0,0,0,11,11,35,0,91,27,118,19,159,34,0,0,0,0,0,0,21,0,67,0,112,172,33,0,0,0,0,0,0,0,21,9,182,67,293,79,37,0,0,11,0,0,17,0,14,28,41,48,23,13,0,0,0,0,0,0,0,27,37,0,43,26,0,0,0,0,0,0,0,20,75,0,45,34,119,38,0,7,0,0,0,0,0,0,96,44,180,122,49,27,5,0,0,0,0,0,0,10,0,0,0,42,15,0,0,0,0,0,0,0,0,0,0,30,0,144,0,0,0,0,0,0,0,0,0,0,80,56,0,33,0,0,0,0,0,0,0,0,0,0,0,21,0,780,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,41,0,0,0,0,0,0,0,0,0,0,0,0,36,720,204,49,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carbohydrates,0,0,0,5,0,5,0,0,11,47,5,7,0,0,0,0,0,0,0,0,0,5,22,1000,76,78,6,0,0,0,0,0,0,0,0,5,0,0,0,47,0,0,0,0,0,0,0,0,8,0,12,37,6,103,10,0,0,0,0,0,0,0,0,0,0,7,59,90,9,12,0,0,0,0,0,0,74,12,0,27,0,26,6,102,15,8,0,0,0,0,8,0,298,48,31,6,0,339,52,30,0,0,0,0,15,0,0,0,9,0,0,0,0,0,0,0,0,0,15,0,0,0,0,90,236,49,12,0,0,0,0,0,0,0,0,0,9,0,0,9,0,22,0,0,0,0,0,0,0,0,35,7,0,15,41,155,29,12,0,0,0,0,0,0,6,52,32,95,28,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,40,5,6,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,96,32,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carbohydrates,0,0,0,6,5,11,0,0,11,57,7,9,0,0,0,0,0,0,7,8,63,7,25,1000,83,94,0,0,0,0,0,0,20,0,5,6,15,7,0,53,5,0,0,0,0,0,10,0,8,8,11,63,10,282,28,155,14,7,0,0,24,0,0,7,0,12,85,149,17,16,0,0,0,0,0,0,0,0,12,29,7,30,6,125,15,12,0,0,0,0,7,0,0,12,16,5,0,484,75,47,6,0,0,0,0,7,5,0,14,5,0,0,0,26,0,0,0,0,27,7,5,0,72,112,0,23,5,10,0,0,0,0,0,0,0,0,18,0,0,27,6,35,6,0,0,0,0,0,0,0,12,0,0,11,72,246,51,23,0,0,0,0,0,0,0,81,27,196,40,18,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,0,0,0,0,13,10,0,13,6,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,19,0,60,33,11,0,0,0,0,0,0,0,0,0,0,14,0,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,202,57,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steroids,0,0,0,37,17,103,15,19,17,37,9,33,0,0,0,23,12,118,18,30,35,9,0,320,41,401,29,81,16,163,32,129,55,23,60,10,9,113,16,10,0,151,29,124,40,74,27,11,10,9,48,26,5,14,12,116,37,110,54,50,21,7,12,10,0,20,10,38,19,68,38,47,25,15,13,6,17,14,13,54,21,54,25,58,37,38,22,5,42,8,8,9,19,29,16,55,31,54,29,19,9,0,10,0,0,33,10,28,14,44,28,44,32,9,11,0,0,0,0,10,6,23,0,39,19,10,12,0,6,0,0,5,0,11,6,15,10,15,14,5,5,0,5,0,0,0,5,18,7,19,10,13,9,0,5,0,0,0,0,0,0,14,11,92,34,47,13,0,0,0,0,0,0,0,0,0,5,6,7,5,8,0,0,0,0,0,0,11,0,7,5,0,5,0,0,0,0,0,0,0,0,0,0,34,26,36,9,0,0,0,0,0,12,0,0,0,0,0,13,0,1000,206,23,0,0,0,0,0,0,0,0,0,0,0,0,0,50,11,0,0,0,0,0,0,0,0,0,0,0,0,83,25,9,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,640,189,48,8,0,0,0,0,0,0,0,0,0,0,0,0,80,24,6,0,0,0,0,0,0,0,0,0,0,0,0,33,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steroids,0,0,0,39,16,112,0,0,0,38,0,22,0,0,0,25,11,67,18,0,0,0,0,525,0,260,0,0,0,113,0,78,17,0,0,0,0,0,0,0,0,166,0,96,18,53,0,64,0,0,0,31,0,0,18,139,31,94,0,32,0,14,0,0,0,0,38,64,0,109,32,67,0,0,0,0,0,0,0,1000,140,109,35,0,0,0,0,0,0,0,0,28,17,71,20,56,0,0,0,0,0,0,0,0,0,25,0,52,10,56,0,0,0,0,0,0,0,0,0,18,15,32,64,39,18,0,12,0,0,0,0,14,9,0,0,33,19,14,0,0,0,0,0,0,0,0,0,0,0,61,0,9,0,0,0,0,0,0,0,0,0,19,0,82,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,133,18,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,70,19,0,0,0,0,0,0,0,0,0,0,0,0,0,128,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,39,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
